LD1,LD2
0.17038966309419096,-0.036305135300467195
-0.17301164842832234,1.1755016200605009
1.4286757099096883,0.16406107066025336
-1.1883674838800098,-0.0755976795556342
1.128262395583684,0.655372836916776
1.2055345170583427,-2.0776345117407606
-1.1307396493866573,-0.9488468904870627
0.932669647291446,0.10814299516301731
-0.5061158467686054,-1.3215123432035414
0.5230008565508426,-0.06048188804187837
0.17038966309419096,-0.036305135300467195
-0.23927912764641235,-0.20493001850536283
0.5371428224038642,0.13647946784371356
-0.36860439672056045,0.628271778306742
0.5230008565508426,-0.06048188804187837
0.29978729793391806,-1.5858422012777318
0.5316405012755798,2.1931989614554137
1.1913201854397422,-1.5582605984611924
0.932669647291446,0.10814299516301731
-1.1363143362805206,1.8242078722897976
-0.17301164842832234,1.1755016200605009
-2.6607295731438727,0.10264107303250829
-2.02234490265806,-0.2600932241384422
-1.3540255737691607,-1.757871934557756
-1.2877580945510707,-0.37744029599189277
-0.7395541528021812,0.14561279302045452
2.0392299124402973,-1.1219010071069775
0.2942849768056337,0.47087729233396797
-1.6397990507983211,-1.4193143901282168
-0.8830937534949297,1.498188503112128
1.2276530062547448,0.9572154533530345
0.5230008565508426,-0.06048188804187837
0.5230008565508426,-0.06048188804187837
-0.33016738545767327,1.0854756362763256
0.5230008565508426,-0.06048188804187837
1.128262395583684,0.655372836916776
