SIRUTA,F1,F2,F3,F4,F5
36649,-0.05,-0.15,-0.05,-0.03,0.04
36676,-0.05,-0.13,-0.07,-0.1,0.04
36756,-0.03,-0.44,-0.02,0.5,-0.08
36809,-0.09,-0.24,0.02,0.08,-0.06
36907,-0.06,-0.14,-0.0,0.04,0.05
36952,-0.06,-0.17,-0.04,-0.01,0.0
37011,-0.06,-0.15,-0.04,-0.02,0.03
37057,-0.05,-0.16,-0.05,-0.01,0.03
37100,-0.05,-0.16,-0.04,-0.0,0.03
37173,-0.05,-0.13,-0.07,-0.09,0.04
37217,-0.06,-0.16,-0.04,-0.02,0.03
37280,-0.03,-0.11,0.02,0.3,0.08
37324,-0.05,-0.24,-0.1,-0.14,-0.09
37397,-0.05,-0.16,-0.04,-0.03,0.05
37459,-0.06,-0.16,-0.02,0.02,0.02
37547,-0.07,-0.25,-0.04,-0.22,-0.63
37618,-0.06,-0.17,-0.04,0.0,0.02
37672,-0.04,-0.14,0.09,0.06,-0.19
37734,-0.06,-0.17,-0.03,-0.01,0.01
37770,-0.05,-0.11,-0.08,-0.13,0.04
37823,-0.06,-0.16,-0.04,-0.02,0.03
37850,-0.06,-0.16,-0.04,-0.02,0.03
37912,-0.06,-0.12,-0.02,-0.01,0.01
37958,-0.06,-0.17,-0.04,0.0,0.01
38063,0.0,0.15,0.15,0.32,-0.11
38161,-0.06,-0.17,-0.0,0.01,0.01
38241,-0.06,-0.16,-0.04,-0.02,0.03
38321,-0.06,-0.16,-0.04,-0.01,0.02
38376,-0.06,-0.16,-0.04,-0.02,0.02
38456,-0.06,-0.16,-0.04,-0.01,0.03
38492,-0.05,-0.16,-0.06,-0.05,0.04
38544,-0.04,-0.13,0.03,-0.12,-0.0
38580,-0.05,-0.16,-0.04,-0.03,0.03
38633,-0.06,-0.17,-0.04,-0.01,0.03
38679,-0.05,-0.16,-0.02,-0.05,0.05
38731,-0.06,-0.18,-0.05,-0.02,0.02
38811,-0.03,0.01,0.05,0.05,-0.04
38848,-0.06,-0.17,-0.05,-0.02,0.02
38893,-0.06,-0.16,-0.03,-0.0,0.03
38982,-0.04,-0.22,-0.23,-0.11,-0.12
39051,-0.05,-0.14,-0.03,0.02,0.05
39122,-0.05,-0.14,-0.03,0.03,0.08
39168,-0.05,-0.14,-0.04,-0.02,0.03
39220,-0.06,-0.17,-0.02,0.04,0.01
39266,-0.06,-0.15,-0.04,-0.02,0.03
39328,-0.05,-0.1,0.0,-0.06,0.13
39391,-0.05,-0.15,0.04,0.14,0.03
39417,-0.05,-0.14,-0.03,-0.03,0.05
39532,-0.06,-0.16,-0.04,-0.01,0.03
39612,-0.06,-0.16,-0.04,-0.01,0.03
39658,-0.05,-0.16,-0.04,-0.03,0.03
39694,-0.06,-0.14,0.0,-0.0,0.02
39738,-0.04,-0.19,-0.18,-0.06,0.21
39792,-0.06,-0.2,-0.1,-0.05,0.03
39836,-0.06,-0.16,0.04,0.16,0.01
39872,-0.06,-0.16,-0.01,-0.0,0.04
39942,-0.06,-0.12,-0.03,-0.03,0.02
39967,-0.06,-0.16,-0.04,-0.0,0.03
39975,-0.03,-0.05,-0.17,-0.27,0.3
39983,-0.06,-0.15,-0.04,-0.02,0.02
40035,-0.06,-0.16,-0.04,-0.01,0.03
40198,3.82,11.51,-0.06,-2.7,-3.99
40214,0.07,-0.58,-1.41,0.06,-2.48
40241,0.2,1.88,0.79,-1.18,0.37
40278,0.31,1.82,0.07,-0.42,1.23
40303,0.05,0.34,0.57,0.23,0.69
40367,-0.04,-0.38,-0.4,-0.35,-0.93
40394,0.05,-0.01,0.47,-0.93,0.13
40438,0.18,1.35,0.04,-0.78,-1.56
40465,0.03,-0.33,-0.01,-1.08,-0.23
40492,0.15,2.77,-1.24,-2.44,1.14
40526,-0.05,-0.14,-0.04,-0.01,0.02
40544,-0.05,-0.11,0.04,0.06,-0.06
40606,-0.02,0.05,0.33,-0.61,-0.17
40633,-0.12,-0.41,0.13,0.33,-0.69
40688,-0.23,-0.54,0.52,0.45,-0.05
40704,-0.06,-0.17,-0.03,-0.01,-0.04
40768,-0.06,-0.15,0.07,0.2,-0.04
40820,-0.05,-0.15,-0.01,-0.07,0.0
40857,-0.05,-0.16,-0.12,-0.09,0.05
40900,0.03,1.26,0.3,0.27,-1.39
40928,-0.04,-0.05,-0.02,-0.06,0.15
40955,-0.09,-0.68,-0.33,0.33,-0.5
40991,-0.06,-0.15,-0.01,0.07,0.0
41033,0.2,0.71,0.04,-2.95,0.19
41088,0.16,0.18,-0.79,-1.16,-0.27
41113,-0.01,-0.1,0.1,-0.52,0.1
41177,-0.03,0.11,-0.23,-0.09,0.53
41248,-0.06,-0.08,0.12,0.12,0.14
41284,-0.05,-0.15,-0.03,-0.0,0.04
41346,-0.05,-0.16,-0.03,-0.02,0.02
41382,-0.06,-0.18,-0.04,0.02,0.05
41417,0.19,0.75,0.36,-0.43,2.59
41471,-0.23,-0.72,-0.29,0.03,-0.25
41541,-0.06,-0.14,-0.01,0.04,0.03
41578,-0.06,-0.16,-0.04,-0.0,0.02
41621,-0.07,-0.26,-0.18,-0.06,0.03
41667,0.11,0.75,1.6,2.41,0.07
41701,-0.06,-0.14,-0.1,0.06,0.04
41738,-0.04,-0.08,-0.1,-0.19,0.03
41818,-0.04,0.2,-0.56,-0.23,1.11
41854,-0.04,-0.1,-0.01,0.01,0.13
41925,0.07,0.72,-0.3,-1.14,0.17
41943,-0.05,-0.21,-0.01,0.07,-0.1
42003,0.02,0.18,0.45,0.26,0.23
42058,-0.06,-0.21,-0.02,-0.04,-0.01
42076,-0.06,-0.24,-0.02,0.01,-0.14
42101,-0.07,-0.36,-0.16,-0.03,-0.18
42156,-0.06,-0.16,-0.04,-0.02,0.03
42183,0.01,0.13,-0.18,-0.39,0.34
42236,-0.06,-0.18,-0.02,0.02,-0.15
42307,-0.05,-0.2,0.02,0.02,-0.05
42398,-0.07,-0.18,-0.0,0.08,-0.15
42449,-0.06,-0.17,-0.03,0.0,0.02
42456,-0.07,-0.17,-0.03,0.01,0.0
42464,-0.03,0.13,-0.11,-0.08,0.06
42472,-0.06,-0.16,-0.04,-0.02,0.03
42480,-0.07,-0.0,-0.03,-0.2,-0.0
42498,-0.06,-0.16,-0.04,-0.02,0.03
42682,1.44,5.56,-2.55,11.38,-1.86
42708,0.01,0.32,0.08,-0.59,0.31
42753,-0.06,-0.22,0.03,0.17,-0.1
42771,-0.06,-0.18,-0.04,0.01,0.01
42824,-0.06,-0.16,-0.04,-0.01,0.04
42842,-0.06,-0.17,-0.06,-0.01,-0.01
42913,-0.06,-0.17,-0.02,0.01,0.03
42968,-0.06,-0.17,-0.03,0.02,0.02
43019,-0.06,-0.17,-0.03,0.0,0.01
43073,-0.06,-0.14,-0.04,-0.05,0.03
43117,-0.05,-0.15,-0.06,-0.04,0.04
43180,-0.05,-0.15,-0.05,-0.01,0.01
43242,-0.06,-0.14,0.0,0.04,0.0
43279,-0.05,-0.14,-0.05,-0.05,0.04
43313,-0.06,-0.12,-0.04,-0.07,-0.0
43331,-0.06,-0.36,-0.2,-0.05,-0.33
43411,-0.04,-0.07,-0.12,-0.15,0.16
43466,-0.06,-0.14,-0.1,-0.04,0.04
43493,-0.06,-0.16,-0.04,-0.01,0.03
43563,-0.1,-0.22,-0.07,-0.28,0.18
43625,-0.07,-0.2,-0.04,0.04,-0.08
43652,-0.06,-0.17,-0.05,-0.01,0.1
43698,-0.06,-0.16,-0.04,-0.01,0.03
43732,-0.06,-0.17,-0.04,-0.0,0.03
43787,-0.06,-0.16,-0.03,-0.02,0.02
43812,-0.06,-0.17,-0.04,0.0,0.02
43867,-0.06,-0.17,-0.04,-0.02,0.01
43929,-0.05,-0.1,-0.13,-0.07,0.2
43992,-0.15,-0.4,0.61,1.22,-0.85
44060,-0.07,-0.21,-0.01,0.02,-0.08
44113,-0.06,-0.16,-0.04,-0.03,-0.03
44140,-0.05,-0.25,0.01,0.02,-0.29
44177,-0.06,-0.18,0.1,0.05,-0.06
44202,-0.08,-0.16,-0.05,0.02,0.08
44257,-0.05,-0.05,-0.13,0.08,0.13
44300,-0.13,0.17,0.77,1.11,0.86
44328,-0.05,-0.16,-0.01,-0.05,0.02
44355,-0.05,-0.13,-0.02,-0.03,0.14
44391,-0.06,-0.09,-0.23,-0.2,0.15
44435,-0.06,-0.16,-0.0,-0.07,-0.02
44462,-0.06,-0.16,-0.04,-0.01,0.04
44505,-0.08,-0.29,-0.06,0.11,0.05
44532,-0.05,-0.1,-0.06,-0.12,0.09
44560,-0.0,-0.05,0.64,1.0,-0.12
44818,1.81,9.85,-2.03,-0.69,1.82
44845,-0.43,0.08,-1.43,-1.57,-10.56
44863,-0.08,-0.21,-0.03,0.05,-0.04
44934,-0.06,-0.15,-0.03,-0.0,0.04
44989,-0.06,-0.17,-0.04,-0.01,0.02
45003,-0.04,-0.17,0.06,0.31,-0.04
45101,-0.1,-0.09,-0.2,0.25,0.13
45245,-0.06,-0.16,-0.03,-0.01,0.03
45334,-0.06,-0.16,-0.04,-0.01,0.03
45361,-0.06,-0.13,-0.05,-0.06,0.02
45389,-0.05,-0.03,-0.19,0.08,0.29
45496,-0.06,-0.23,0.04,-0.09,0.12
45539,-0.06,-0.14,-0.02,-0.02,0.01
45619,-0.06,-0.15,0.04,-0.09,-0.14
45673,-0.04,-0.23,-0.02,0.17,-0.02
45753,-0.06,-0.11,-0.03,-0.02,0.01
45815,-0.06,-0.11,-0.12,0.13,0.09
45888,-0.06,-0.16,-0.04,-0.01,0.02
45959,-0.05,-0.15,-0.02,-0.03,0.02
46019,0.12,0.64,-1.41,-2.13,1.32
46108,-0.06,-0.19,-0.03,0.01,-0.01
46180,-0.06,-0.16,-0.0,-0.07,-0.04
46251,-0.06,-0.17,-0.04,-0.02,0.03
46313,-0.05,-0.01,-0.03,-0.09,0.06
46377,-0.06,-0.15,-0.05,-0.02,0.02
46439,-0.06,-0.15,-0.04,-0.02,0.04
46484,-0.04,0.12,0.1,-0.07,0.1
46554,-0.06,-0.15,-0.04,-0.02,0.03
46769,-0.04,-0.21,-0.12,0.22,0.28
46803,-0.06,-0.22,0.02,0.05,-0.13
46830,-0.05,-0.15,-0.04,-0.01,0.06
46867,-0.04,-0.05,-0.08,-0.14,0.18
46910,-0.06,-0.18,-0.03,-0.01,0.04
47006,-0.08,-0.22,-0.18,-0.02,-0.13
47079,-0.04,-0.14,0.02,-0.18,0.05
47159,-0.06,-0.21,-0.16,0.0,-0.07
47186,-0.05,-0.07,0.08,-0.0,0.11
47300,-0.06,-0.17,-0.01,-0.02,0.02
47337,-0.03,-0.18,-0.0,-0.01,-0.04
47373,0.13,0.83,-0.24,0.01,1.4
47417,-0.06,-0.16,-0.04,-0.01,0.02
47453,0.02,-0.2,0.43,0.93,-0.95
47578,-0.06,-0.11,-0.05,-0.05,0.05
47630,-0.06,-0.08,-0.1,0.05,0.02
47774,-0.04,-0.03,-0.07,-0.02,0.19
47818,-0.06,-0.16,-0.04,-0.01,0.03
47854,-0.06,-0.18,0.03,0.02,-0.03
47916,-0.03,-0.01,-0.03,-0.24,0.21
48021,-0.06,-0.16,-0.04,-0.02,0.03
48138,-0.05,-0.14,-0.05,0.01,0.03
48165,-0.06,-0.16,-0.04,-0.01,0.03
48227,-0.05,-0.17,-0.09,-0.01,0.01
48325,-0.05,-0.01,-0.23,0.32,-0.01
48487,0.04,-0.74,-0.95,-0.0,1.47
48557,-0.04,-0.02,0.16,-0.09,0.15
48682,-0.05,-0.13,-0.04,-0.05,-0.04
48744,-0.02,-0.1,-0.12,-0.03,-0.04
48771,-0.01,0.15,-0.06,0.02,0.1
48842,-0.05,-0.14,-0.04,-0.02,0.05
48922,-0.06,-0.16,-0.04,-0.02,0.03
48968,-0.07,-0.18,0.03,0.14,0.01
49019,-0.06,-0.17,-0.03,-0.0,0.02
49046,-0.06,-0.16,-0.04,0.02,0.05
49073,-0.06,-0.19,-0.02,0.01,-0.01
49153,-0.05,-0.09,-0.14,-0.09,0.2
49206,-0.07,-0.27,-0.22,0.03,-0.1
49233,-0.06,-0.16,-0.04,-0.02,0.03
49313,-0.05,-0.16,-0.04,-0.01,0.02
49439,-0.06,-0.16,-0.05,-0.03,0.03
49484,-0.06,-0.14,0.0,-0.0,-0.05
49545,-0.04,-0.09,-0.14,-0.13,0.14
49625,-0.04,-0.15,-0.09,0.37,-0.12
49643,-0.06,-0.15,-0.11,0.01,0.13
49769,-0.06,-0.09,0.05,0.12,-0.12
49849,-0.01,0.12,-0.48,-0.44,0.71
49894,-0.07,-0.27,0.09,0.07,-0.08
49956,0.34,0.41,-0.23,-1.11,0.76
50022,-0.05,-0.14,-0.08,-0.19,-0.04
50068,-0.06,-0.16,-0.05,-0.01,0.02
50102,-0.07,-0.07,0.2,-0.2,-1.11
50228,-0.05,-0.12,0.04,0.05,0.05
50326,-0.06,-0.19,0.11,-0.14,0.04
50399,-0.06,-0.17,-0.04,-0.02,0.01
50415,-0.06,-0.18,-0.02,0.06,-0.12
50479,-0.07,-0.22,0.01,0.02,-0.11
50549,-0.05,-0.14,-0.07,0.03,0.0
50564,-0.06,-0.17,-0.05,-0.01,0.01
50790,0.76,1.77,-2.17,-1.48,0.48
50889,-0.09,-0.78,1.04,0.28,0.38
50923,-0.03,-0.08,0.05,-0.1,0.19
50969,-0.14,-0.05,0.16,0.55,-0.51
50987,-0.06,-0.15,-0.01,-0.01,0.01
51010,0.03,0.57,-0.09,-0.16,-1.81
51056,0.11,0.24,0.63,-0.29,-0.24
51118,-0.02,0.1,0.34,0.69,0.1
51207,-0.08,-0.05,0.34,0.65,0.01
51243,-0.04,-0.15,-0.01,-0.02,0.09
51305,-0.05,-0.13,-0.05,-0.03,0.1
51332,-0.06,-0.14,0.06,0.08,-0.03
51387,-0.07,-0.16,-0.02,-0.02,-0.02
51449,-0.06,-0.16,-0.0,0.04,0.02
51500,-0.05,-0.16,0.01,0.09,-0.04
51546,-0.05,-0.14,-0.04,-0.01,0.06
51573,-0.02,-0.08,-0.1,0.08,-0.06
51626,-0.04,-0.08,-0.03,-0.06,0.16
51662,-0.05,-0.16,-0.04,-0.02,0.03
51699,0.13,-0.69,-2.1,-0.06,1.93
51751,-0.08,-0.22,-0.16,-0.04,-0.16
51804,-0.06,-0.08,-0.0,0.06,-0.08
51840,-0.06,-0.16,-0.04,-0.02,0.04
51877,-0.06,-0.16,-0.04,-0.01,-0.03
51948,-0.05,-0.15,-0.05,-0.01,-0.13
51984,-0.06,-0.2,-0.03,0.02,-0.05
52035,-0.06,-0.16,-0.04,-0.01,0.03
52062,-0.05,-0.17,-0.01,-0.07,0.01
52115,-0.04,-0.11,0.01,0.08,0.05
52160,-0.06,-0.16,-0.04,-0.01,0.02
52570,-0.06,-0.16,-0.06,-0.03,-0.01
52650,-0.02,-0.16,-0.04,-0.12,0.1
52696,-0.06,-0.17,-0.05,0.04,0.02
52721,-0.06,-0.16,-0.04,-0.01,0.03
52758,-0.05,-0.17,-0.1,-0.06,0.02
52785,-0.05,-0.1,-0.05,-0.05,0.07
52856,-0.05,-0.14,-0.06,-0.05,0.06
52909,-0.06,-0.18,-0.04,0.0,-0.01
52936,-0.06,-0.14,-0.0,0.05,0.06
52954,-0.04,-0.1,-0.08,-0.16,0.07
52990,-0.05,-0.1,-0.07,-0.12,0.09
53023,-0.06,-0.15,-0.04,-0.02,0.04
53069,-0.06,-0.17,-0.04,0.02,0.0
53103,-0.05,-0.14,-0.08,-0.05,0.06
53130,-0.06,-0.18,-0.03,0.01,0.04
53167,-0.05,-0.19,-0.04,-0.04,-0.06
53210,-0.04,-0.27,-0.31,-0.06,-0.05
53247,-0.06,-0.16,-0.04,-0.03,0.03
53274,-0.02,-0.03,0.04,-0.31,0.34
53327,-0.06,-0.16,-0.04,-0.01,0.03
53345,-0.06,-0.17,-0.04,-0.01,0.02
53372,-0.05,-0.15,0.08,0.11,-0.25
53425,-0.04,-0.1,-0.0,0.04,0.05
53489,-0.06,-0.19,-0.08,-0.02,0.01
53513,-0.05,-0.1,-0.03,0.05,0.13
53577,-0.04,-0.35,0.03,0.03,-0.4
53639,-0.06,-0.16,-0.05,-0.03,0.04
53675,-0.06,-0.13,-0.01,-0.0,0.04
53700,-0.06,-0.16,-0.03,-0.01,0.05
53728,-0.06,-0.05,0.08,-0.0,-0.02
53755,-0.06,-0.16,-0.04,-0.02,0.02
53791,-0.03,-0.06,-0.25,-0.04,0.48
53853,-0.05,-0.13,-0.09,0.02,0.05
54056,-0.05,-0.12,-0.01,0.02,0.12
54109,-0.06,-0.16,-0.04,-0.01,0.03
54163,-0.06,-0.16,-0.03,0.03,0.03
54270,-0.04,-0.13,0.02,-0.16,0.07
54305,-0.06,-0.15,-0.04,-0.01,0.03
54350,-0.06,-0.16,-0.03,-0.02,0.0
54387,-0.06,-0.18,-0.07,-0.06,0.02
54412,-0.06,-0.16,-0.03,0.0,0.01
54485,-0.06,-0.17,-0.06,0.03,0.0
54500,-0.06,-0.17,-0.06,-0.04,0.03
54537,-0.06,-0.16,-0.03,-0.01,-0.0
54573,-0.06,-0.16,-0.04,-0.01,0.03
54617,-0.07,-0.11,-0.21,-0.26,0.04
54699,-0.06,-0.15,-0.05,-0.03,0.04
54975,6.38,13.59,-4.6,-6.66,2.18
55008,0.46,1.74,0.42,0.13,0.6
55062,-0.03,-0.11,0.07,0.18,-0.2
55106,-0.05,-0.14,-0.03,0.01,0.03
55160,-0.07,-0.18,-0.09,-0.07,-0.14
55259,0.38,0.47,-2.28,-0.63,-2.48
55277,-0.08,-0.21,-0.05,-0.34,-0.42
55311,-0.07,-0.09,0.03,-0.05,-0.1
55357,0.08,-0.12,0.37,-0.02,-0.87
55384,0.07,-0.56,0.24,0.36,-1.87
55446,0.03,0.27,-0.25,-0.08,0.91
55473,-0.06,-0.06,0.02,0.14,-0.01
55598,-0.05,-0.1,-0.08,-0.02,0.12
55623,-0.06,-0.16,-0.04,-0.02,0.02
55687,0.08,0.31,0.6,1.61,-1.18
55776,-0.05,-0.11,-0.1,0.01,0.12
55838,0.08,-0.4,1.8,-0.48,-1.45
55918,-0.03,-0.05,-0.17,-0.25,0.19
56014,-0.06,-0.15,-0.02,-0.04,-0.07
56096,-0.05,-0.15,-0.04,-0.02,0.04
56210,-0.06,-0.09,0.21,0.82,0.22
56265,-0.05,-0.17,-0.05,-0.01,0.03
56327,-0.05,-0.13,-0.07,-0.08,0.08
56354,-0.02,-0.08,-0.2,-0.27,0.18
56425,-0.03,-0.09,-0.23,-0.36,0.19
56461,-0.02,-0.08,-0.22,-0.28,0.18
56522,-0.05,-0.16,-0.04,0.02,-0.01
56568,-0.26,-0.6,0.73,0.48,-0.04
56666,-0.05,-0.04,0.18,0.19,0.26
56773,-0.05,-0.13,-0.05,-0.02,0.01
56844,-0.06,-0.16,-0.03,-0.02,-0.01
56988,0.01,-0.03,0.23,0.29,-0.31
57083,-0.05,-0.07,-0.08,0.0,0.19
57163,-0.05,-0.08,-0.05,0.11,0.2
57225,-0.23,-0.69,0.43,-0.04,-1.09
57314,-0.07,-0.14,0.19,0.79,0.14
57350,-0.04,-0.14,0.2,0.32,0.04
57449,-0.08,-0.25,-0.06,0.04,-0.13
57546,-0.05,-0.15,-0.02,-0.06,0.04
57582,0.18,0.22,0.67,-0.11,0.06
57644,-0.05,-0.22,0.03,0.1,-0.15
57706,0.45,-0.91,2.08,-0.88,4.2
57742,-0.07,-0.17,-0.03,0.08,-0.05
57831,-0.05,-0.15,-0.03,-0.03,0.02
57902,-0.12,-0.24,0.48,0.54,-1.0
57948,-0.06,-0.15,0.08,0.08,-0.13
58008,-0.05,-0.09,0.08,-0.01,-0.03
58142,0.03,0.09,0.64,0.59,0.55
58204,-0.05,-0.17,-0.0,0.08,0.01
58259,-0.02,0.13,0.41,0.34,-1.13
58311,-0.13,-0.75,0.15,0.31,-1.17
58357,-0.05,-0.12,-0.03,0.0,-0.01
58393,-0.06,-0.15,-0.0,0.0,0.01
58464,-0.05,-0.13,-0.01,-0.04,0.06
58534,-0.06,-0.17,-0.01,0.03,0.01
58552,-0.02,0.0,-0.12,0.06,-0.09
58623,-0.04,-0.08,-0.12,-0.16,0.14
58721,-0.09,-0.02,0.08,0.57,-0.13
58794,-0.05,-0.14,-0.04,-0.03,0.04
58856,-0.03,-0.12,-0.06,-0.08,0.08
58918,-0.06,-0.21,-0.09,-0.0,-0.05
58990,-0.06,-0.16,-0.04,-0.01,0.03
59041,-0.02,-0.02,-0.03,-0.15,0.16
59130,-0.06,-0.17,-0.03,0.0,0.02
59238,0.01,-0.12,-0.05,-0.19,0.19
59283,-0.06,-0.18,-0.06,0.03,0.05
59327,0.1,0.31,0.37,0.19,0.29
59416,-0.01,0.19,0.04,-0.16,0.22
59434,-0.05,0.01,-0.1,0.04,0.13
59498,-0.05,-0.1,-0.11,0.03,0.14
59586,-0.04,-0.11,-0.02,0.02,-0.01
59657,-0.06,-0.18,-0.03,0.01,-0.01
59693,-0.07,-0.13,0.13,0.17,0.01
59764,-0.05,0.07,0.06,-0.14,-0.07
59826,-0.08,-0.17,0.03,-0.0,-0.34
59880,-0.05,-0.13,-0.07,-0.04,0.02
59942,-0.05,-0.15,-0.06,-0.02,-0.03
60026,-0.05,-0.12,-0.04,0.01,0.09
60062,-0.07,-0.05,0.37,0.45,0.08
60099,-0.04,-0.08,0.01,-0.04,0.22
60169,-0.03,-0.13,-0.15,-0.04,0.35
60419,4.95,15.91,6.5,33.47,-2.81
60455,0.09,0.19,0.39,-0.02,2.55
60482,0.26,1.96,1.32,1.62,0.08
60507,0.34,0.73,-0.58,0.2,-2.69
60534,0.02,0.24,0.45,0.23,0.5
60570,-0.3,0.0,2.09,1.75,0.82
60598,-0.13,1.04,0.39,0.16,0.92
60632,0.23,0.94,0.68,0.37,1.64
60687,0.1,0.25,1.11,1.08,-0.1
60721,-0.29,-1.97,-4.64,-0.07,-4.97
60776,0.18,0.71,-0.17,1.43,0.34
60801,0.05,0.18,0.11,-0.6,0.45
60847,0.11,0.82,0.58,1.38,0.34
60883,-0.06,-0.15,-0.01,0.02,-0.07
60945,-0.04,-0.07,0.02,-0.06,0.05
61005,-0.05,-0.16,-0.08,-0.05,-0.05
61069,-0.04,-0.06,0.06,0.03,0.18
61121,-0.06,-0.18,-0.05,-0.01,0.03
61167,-0.06,-0.17,-0.05,-0.02,0.01
61210,-0.08,-0.21,0.05,0.06,-0.03
61256,-0.05,-0.12,-0.06,-0.01,0.1
61283,-0.08,-0.1,0.04,0.08,0.04
61318,-0.05,0.19,-0.06,-0.27,0.1
61372,-0.04,0.01,-0.01,0.04,0.3
61452,-0.06,-0.16,-0.04,-0.01,0.04
61513,-0.03,-0.09,0.14,0.19,0.01
61559,0.04,0.14,-0.15,-0.41,0.49
61620,0.0,0.37,-0.6,-0.41,-0.73
61675,-0.06,-0.17,-0.01,0.03,-0.02
61737,-0.06,-0.15,-0.04,-0.01,0.04
61808,-0.05,-0.18,-0.04,-0.02,-0.05
61826,-0.06,-0.16,-0.11,0.12,0.0
61871,-0.06,-0.13,-0.05,-0.08,0.02
61951,-0.06,-0.17,-0.04,-0.01,0.02
62020,-0.06,-0.09,-0.08,-0.01,0.13
62057,-0.06,-0.16,-0.03,0.03,0.01
62137,-0.07,0.02,0.69,0.46,0.35
62191,0.08,0.78,1.69,1.06,1.01
62253,-0.05,-0.09,-0.05,-0.1,0.08
62280,-0.06,-0.06,0.01,0.13,0.2
62360,-0.01,0.12,0.22,-0.14,-0.43
62397,-0.04,-0.08,-0.14,-0.22,0.18
62440,-0.07,-0.17,-0.15,0.15,0.02
62486,-0.06,-0.18,-0.04,-0.01,0.01
62538,-0.07,-0.16,-0.07,-0.02,0.06
62609,-0.06,-0.18,-0.1,-0.04,0.01
62672,-0.05,-0.12,-0.1,-0.06,0.11
62707,-0.09,-0.04,0.1,0.09,0.0
62761,-0.09,-0.29,-0.14,-0.25,-0.35
62798,-0.06,-0.14,0.01,-0.08,0.01
62823,-0.07,-0.14,-0.02,0.0,0.02
62878,-0.06,-0.16,-0.01,0.04,-0.01
62903,-0.05,-0.18,0.05,-0.14,-0.04
62949,-0.06,-0.14,-0.03,-0.02,0.02
62985,-0.06,-0.16,-0.04,-0.0,0.03
63045,-0.05,-0.13,0.0,0.01,0.12
63072,-0.06,-0.14,0.09,0.05,0.02
63125,-0.04,0.19,0.15,0.32,-0.69
63152,-0.03,-0.46,0.2,-0.93,-0.95
63161,-0.05,-0.16,-0.04,-0.02,0.05
63170,-0.06,-0.18,-0.04,-0.0,0.01
63189,-0.06,-0.15,-0.02,0.05,-0.01
63198,-0.06,-0.12,0.03,0.04,0.03
63278,-0.06,-0.19,-0.07,-0.01,0.01
63286,0.21,-0.93,-0.71,-1.0,-1.15
63294,-0.05,-0.08,-0.05,-0.06,0.04
63300,-0.05,-0.14,-0.11,-0.19,0.09
63318,-0.04,-0.1,-0.12,-0.2,0.09
63326,-0.05,-0.16,-0.03,-0.03,0.04
63334,-0.06,-0.17,-0.1,0.14,0.02
63394,0.56,3.92,-1.15,-2.87,-3.29
63447,-0.1,-0.45,0.58,0.37,-0.02
63526,-0.03,-0.13,-0.01,0.48,-0.08
63553,-0.05,-0.13,-0.06,-0.05,0.08
63580,0.03,0.36,-0.24,-0.79,0.51
63633,-0.05,-0.12,-0.07,-0.09,0.07
63688,-0.05,-0.03,-0.01,0.05,0.14
63740,-0.05,0.86,-0.39,-2.03,0.69
63777,-0.02,0.03,-0.16,-0.28,0.21
63802,-0.06,-0.08,-0.1,-0.05,0.11
63866,-0.05,-0.15,0.01,0.1,-0.05
63893,-0.04,-0.33,-0.23,-0.02,0.36
63937,-0.04,-0.12,-0.08,-0.1,0.12
64005,-0.06,-0.22,-0.04,0.0,-0.0
64041,-0.05,-0.14,-0.05,-0.06,0.04
64096,-0.08,-0.13,0.02,0.07,-0.06
64130,-0.05,-0.13,-0.04,0.03,0.06
64194,-0.06,-0.11,0.02,0.03,0.08
64238,-0.11,-0.14,-0.11,0.53,-0.08
64265,-0.06,-0.13,-0.04,-0.02,0.02
64318,-0.03,0.01,-0.14,-0.25,0.23
64345,-0.08,-0.18,0.04,0.0,-0.27
64390,-0.07,-0.12,0.11,0.2,-0.07
64425,-0.03,-0.08,-0.22,0.0,0.1
64461,-0.06,-0.2,0.05,0.07,-0.02
64504,-0.05,-0.28,-0.03,0.21,-0.05
64568,-0.04,-0.51,0.1,0.06,-0.87
64602,-0.05,-0.14,-0.06,-0.11,0.07
64639,-0.07,-0.07,-0.02,-0.15,0.0
64719,-0.05,-0.09,-0.11,-0.08,0.19
64773,-0.04,0.02,-0.03,-0.11,0.25
64826,-0.07,-0.16,-0.03,-0.01,0.03
64871,-0.05,-0.15,-0.0,0.05,0.01
64906,-0.06,-0.08,-0.03,-0.02,0.06
64942,-0.08,-0.32,-0.05,0.06,-0.17
64997,-0.06,-0.12,0.06,0.1,0.01
65011,-0.04,-0.12,-0.01,-0.15,0.06
65048,-0.06,-0.19,0.0,0.05,-0.05
65099,-0.06,-0.16,-0.04,-0.02,0.03
65105,-0.05,-0.16,-0.04,-0.03,0.03
65113,-0.03,-0.03,-0.04,-0.0,-0.06
65121,-0.05,-0.16,-0.08,-0.08,0.06
65139,-0.05,-0.14,-0.04,0.01,0.09
65147,-0.06,-0.17,-0.03,0.0,0.02
65154,-0.06,-0.17,-0.05,-0.01,0.04
65342,1.02,3.01,-0.86,4.04,-1.92
65379,0.09,0.55,-0.43,-0.82,0.8
65413,-0.02,-0.22,-0.01,-0.15,-0.14
65431,0.09,0.2,0.81,0.36,-0.06
65477,-0.01,-0.06,-0.2,-0.12,0.53
65501,-0.05,0.49,1.04,1.66,0.81
