SIRUTA,F1,F2,F3,F4,F5
96192,-0.05,-0.15,0.02,0.1,-0.05
96254,0.16,1.03,-0.57,-0.03,1.54
96334,-0.05,-0.16,0.01,-0.04,0.02
96370,-0.12,-0.43,-0.14,0.15,-0.48
96423,-0.05,-0.16,-0.03,-0.02,0.03
96478,-0.1,-0.2,0.05,0.11,-0.07
96593,-0.06,-0.1,-0.05,-0.07,0.01
96637,-0.05,-0.18,0.04,0.21,-0.03
96664,-0.06,-0.16,-0.04,-0.01,0.03
96717,-0.06,-0.17,-0.03,0.01,0.02
96815,-0.04,-0.11,-0.1,-0.12,-0.02
96888,-0.06,-0.16,0.11,0.18,-0.01
96904,-0.07,-0.56,-0.76,-1.63,-0.35
96940,-0.04,0.01,-0.18,-0.11,0.36
97009,-0.05,-0.14,-0.03,-0.0,0.08
97063,-0.05,-0.12,-0.02,-0.03,0.09
97090,-0.06,-0.19,-0.05,0.0,-0.07
97189,-0.13,-0.11,0.4,0.22,-0.32
97241,-0.04,-0.1,-0.13,-0.13,0.09
97321,-0.06,-0.17,-0.03,-0.0,0.02
97394,-0.06,-0.15,-0.03,-0.01,0.03
97438,0.06,0.38,-0.39,-1.04,0.5
97465,-0.06,-0.15,-0.04,0.06,0.01
97517,-0.07,-0.19,0.01,0.03,0.02
97553,-0.06,-0.16,-0.03,0.01,0.02
97606,-0.05,-0.14,-0.09,0.2,-0.02
97679,0.11,1.01,-1.38,-1.9,2.55
97722,-0.06,-0.15,-0.03,-0.0,0.02
97777,-0.06,-0.16,-0.04,-0.01,0.03
97811,-0.05,-0.15,-0.0,0.09,0.04
97875,-0.06,-0.14,-0.04,0.0,0.04
97919,0.28,0.31,-0.17,0.03,-4.26
98051,-0.06,-0.14,-0.08,-0.05,0.05
98113,-0.05,-0.14,-0.02,0.01,0.01
98168,-0.05,-0.15,-0.02,0.03,0.02
98202,-0.05,-0.16,-0.04,-0.01,0.02
98220,-0.01,-0.03,0.38,-0.33,-0.24
98257,0.01,0.11,-0.24,-0.63,0.16
98300,-0.06,-0.15,-0.04,-0.03,0.04
98337,-0.06,-0.17,-0.02,0.01,0.06
98373,-0.0,0.37,-0.76,-0.69,0.74
98435,-0.05,-0.15,-0.01,-0.03,0.01
98505,0.09,0.26,-0.1,-0.37,0.28
98603,-0.05,-0.05,-0.12,0.04,0.17
98649,-0.08,-0.26,0.01,0.25,-1.3
98685,-0.04,0.04,-0.05,0.06,0.47
98738,-0.05,-0.14,-0.03,0.02,0.01
98774,-0.06,-0.17,-0.01,0.06,-0.07
98827,-0.05,-0.17,-0.06,-0.11,-0.09
98916,-0.06,-0.15,-0.01,0.03,-0.01
98998,-0.06,-0.07,-0.1,0.01,0.18
99058,-0.06,-0.14,-0.01,-0.01,0.02
99101,-0.06,-0.18,0.02,0.1,-0.02
99165,-0.03,-0.12,-0.03,0.04,0.07
99209,-0.05,-0.19,0.08,-0.22,0.0
99290,-0.06,-0.16,-0.04,-0.01,0.02
99370,-0.05,-0.13,-0.08,-0.06,0.08
99441,-0.06,-0.16,-0.04,-0.02,0.02
99478,-0.05,-0.12,0.02,0.07,0.01
99539,-0.05,-0.1,-0.06,-0.09,0.05
99600,-0.06,-0.17,-0.01,0.03,-0.04
99673,-0.05,-0.12,0.02,0.04,0.03
99780,-0.04,-0.09,0.21,-0.16,-0.15
99879,-0.06,-0.14,-0.07,0.01,0.05
99922,-0.05,-0.19,-0.04,-0.02,-0.04
99968,-0.03,-0.08,0.02,0.08,0.08
100004,-0.04,-0.08,-0.07,-0.11,-0.0
100086,-0.06,-0.16,-0.04,-0.01,0.03
100148,-0.05,-0.15,0.15,0.02,-0.1
100219,-0.07,-0.29,-0.11,-0.3,-0.44
100273,-0.05,-0.19,-0.06,0.25,-0.45
100282,-0.06,-0.17,-0.05,-0.0,-0.05
100308,-0.06,-0.16,-0.04,-0.0,0.02
100317,-0.06,-0.16,-0.05,0.01,0.03
100326,-0.05,-0.15,-0.02,-0.02,0.06
100335,-0.07,-0.17,-0.09,-0.05,0.04
100344,-0.06,-0.16,-0.04,-0.01,0.02
100353,0.17,0.16,1.1,1.18,-0.2
100362,-0.06,-0.16,-0.03,-0.02,0.04
100521,-0.07,0.72,2.21,4.99,-3.06
100549,-0.04,-0.14,-0.1,-0.05,0.11
100576,0.18,0.88,0.39,0.74,2.3
100610,0.13,1.93,1.22,0.44,1.72
100638,-0.06,-0.13,-0.01,0.01,0.04
100683,0.11,0.68,0.07,0.69,0.56
100709,-0.06,-0.19,-0.02,0.01,-0.07
100736,-0.01,0.08,-0.32,-0.18,0.42
100754,-0.05,-0.17,-0.04,-0.02,0.03
100781,0.02,-0.09,-0.55,-0.37,-0.1
100834,0.02,-0.76,1.09,1.83,0.07
100852,-0.06,-0.16,-0.06,-0.03,-0.02
100870,-0.06,-0.18,-0.01,-0.02,-0.03
100923,-0.05,-0.15,-0.04,-0.02,0.06
100969,0.03,0.36,0.54,-0.48,-0.2
101001,-0.06,-0.15,0.02,0.1,0.0
101056,-0.06,-0.21,-0.01,0.01,-0.01
101083,-0.05,-0.08,0.02,-0.08,0.05
101145,0.37,0.63,-1.04,-0.12,-1.04
101163,-0.09,1.69,4.94,2.35,2.59
101190,-0.07,0.59,0.88,0.41,0.01
101243,-0.06,-0.17,-0.04,-0.0,0.02
101298,0.21,2.06,-0.37,-2.73,-0.33
101341,-0.05,-0.14,-0.02,-0.01,-0.0
101378,-0.07,-0.19,0.04,-0.05,-0.1
101458,-0.06,0.13,-0.08,-0.22,0.26
101519,-0.02,-0.09,-0.15,-0.16,0.26
101564,-0.05,-0.13,-0.08,-0.09,0.06
101617,-0.05,-0.12,0.04,0.07,0.03
101662,-0.1,0.09,0.39,1.0,0.28
101724,-0.05,-0.15,-0.1,-0.11,0.02
101742,0.05,0.33,0.48,0.18,-1.14
101804,-0.11,-0.16,0.15,0.31,0.11
101822,-0.07,-0.16,-0.03,-0.0,0.02
101840,-0.25,-1.11,-0.29,-0.12,-0.74
101902,-0.05,0.4,0.0,-0.18,0.7
101957,-0.12,0.24,-0.38,-1.85,-0.5
101984,-0.05,-0.13,-0.02,0.06,0.01
102035,0.05,0.34,1.05,0.68,0.8
102071,-0.05,-0.07,-0.03,0.26,0.15
102106,-0.05,0.07,0.24,0.29,0.21
102160,0.38,1.8,-0.18,0.42,-7.2
102213,0.01,-0.04,0.37,0.55,-0.23
102240,-0.03,-0.04,-0.02,-0.27,-0.09
102286,0.02,-0.46,0.61,-0.15,-0.83
102348,-0.07,-0.14,0.0,-0.04,-0.07
102419,-0.05,-0.14,0.01,0.07,-0.05
102446,-0.07,-0.11,-0.04,-0.07,-0.04
102473,-0.05,0.07,0.04,0.45,-0.01
102525,0.01,0.01,-0.2,-0.03,0.12
102543,0.2,0.98,0.63,0.59,1.68
102570,0.26,1.35,-0.36,-0.55,0.72
102605,-0.01,0.7,1.83,1.13,1.71
102641,-0.08,-0.22,-0.04,0.03,-0.02
102703,-0.06,-0.17,-0.03,-0.01,0.13
102749,-0.06,0.15,0.48,0.24,0.24
102794,0.0,0.27,0.61,-0.81,-0.02
102838,0.02,-0.8,-1.36,-0.09,-0.57
102909,-0.08,-0.17,0.02,0.32,-0.2
102945,-0.04,0.03,0.0,-0.37,-0.2
103014,-0.06,-0.16,-0.04,-0.0,0.03
103032,-0.11,0.94,1.22,-0.73,-1.18
103087,-0.05,0.02,0.03,-0.09,0.11
103130,-0.1,-0.9,-0.63,-3.13,-0.64
103194,-0.06,-0.16,-0.02,-0.02,0.0
103238,-0.1,-0.34,-0.17,0.07,-0.0
103283,-0.05,-0.16,-0.03,0.02,-0.03
103309,-0.04,-0.02,-0.23,-0.16,0.37
103354,-0.05,-0.11,-0.09,-0.0,0.13
103372,-0.05,-0.16,-0.04,-0.02,0.03
103407,-0.06,-0.15,0.06,0.09,-0.08
103443,-0.03,0.18,-0.26,-0.36,0.34
103470,-0.05,0.09,-0.17,0.34,0.04
103513,-0.03,-0.48,-0.81,-0.19,0.32
103568,-0.05,-0.12,-0.08,-0.12,0.05
103639,-0.06,-0.04,-0.01,0.06,0.15
103693,-0.05,-0.16,-0.07,-0.03,0.0
103764,-0.08,-0.21,-0.02,0.04,-0.02
103862,-0.04,-0.08,0.05,-0.07,-0.01
103899,-0.06,-0.09,-0.04,-0.04,0.06
103960,-0.06,-0.11,-0.02,-0.03,0.03
103997,-0.06,-0.13,0.02,0.12,-0.13
104047,-0.06,-0.19,0.09,-0.05,0.04
104083,-0.06,-0.16,-0.01,-0.02,0.02
104118,-0.07,-0.15,-0.06,-0.05,-0.19
104136,-0.04,-0.36,0.2,0.4,-0.26
104181,-0.06,0.02,-0.08,-0.13,0.19
104225,-0.07,-0.24,0.14,0.15,-0.14
104243,0.01,0.2,-0.18,-0.28,0.24
104270,-0.06,-0.13,-0.02,-0.05,-0.0
104323,-0.07,-0.15,-0.04,-0.05,-0.02
104341,-0.06,-0.16,-0.04,-0.02,0.02
104387,-0.04,-0.17,-0.16,-0.08,0.25
104421,-0.05,-0.18,-0.09,-0.03,-0.12
104485,-0.04,0.01,-0.06,-0.17,0.08
104519,-0.05,-0.11,-0.06,-0.09,0.15
104546,-0.06,-0.14,-0.22,-0.34,-1.56
104582,-0.06,-0.41,0.16,0.12,-0.43
104635,-0.05,-0.14,0.0,-0.06,0.03
104680,-0.03,-0.21,-0.18,0.05,0.43
104715,-0.08,-0.2,-0.09,-0.03,-0.05
104751,-0.06,-0.13,-0.03,0.04,0.11
104788,-0.06,-0.16,-0.03,-0.03,0.04
104831,-0.12,0.84,1.48,1.45,1.28
104886,-0.04,0.02,-0.16,-0.4,0.06
104975,-0.04,-0.04,-0.08,-0.19,0.06
105026,-0.05,-0.13,0.06,-0.13,0.14
105106,-0.06,-0.17,-0.03,-0.01,-0.01
105142,-0.05,-0.1,-0.1,-0.11,-0.03
105160,0.13,0.52,0.95,-0.06,1.09
105222,-0.06,-0.14,-0.02,0.0,0.02
105259,-0.06,-0.1,-0.0,-0.01,0.04
105295,-0.07,-0.24,-0.14,0.31,-0.17
105348,-0.06,-0.17,-0.04,-0.03,-0.0
105384,-0.05,-0.12,-0.04,-0.04,0.13
105419,0.07,1.0,0.37,-1.53,-0.02
105455,-0.06,-0.16,-0.04,0.01,0.02
105534,0.08,0.01,-0.43,-0.47,0.51
105570,-0.24,-0.84,0.73,-0.27,-1.33
105605,-0.04,-0.1,-0.34,-0.43,0.25
105623,-0.05,0.07,0.27,-0.28,-0.21
105712,-0.05,-0.16,-0.04,-0.12,0.02
105776,-0.06,-0.16,0.02,-0.09,-0.01
105794,-0.05,-0.14,-0.04,-0.08,0.05
105829,-0.08,-0.28,-0.1,-0.12,-0.05
105874,-0.04,0.03,-0.11,0.15,0.32
105909,-0.06,-0.2,-0.02,0.02,-0.13
105936,-0.01,-0.04,0.15,0.12,-0.2
105972,-0.08,0.09,0.48,0.15,-0.35
106318,1.99,7.83,-2.67,-5.13,1.55
106363,0.0,0.38,-0.41,-0.34,0.04
106407,0.02,0.73,-0.29,-0.53,0.47
106461,-0.09,0.38,1.69,3.2,-0.47
106559,0.16,0.16,-0.58,1.12,1.81
106620,-0.07,-0.1,0.05,0.21,-0.05
106648,-0.06,-0.44,0.08,0.12,-0.34
106684,0.07,-0.11,-0.06,-0.51,0.18
106746,0.0,0.59,0.61,2.02,-2.13
106782,-0.03,0.13,0.01,-0.12,0.09
106817,-0.19,-1.25,0.37,1.08,-0.97
106979,-0.04,0.6,0.61,0.62,-0.03
107001,-0.06,-0.17,-0.02,0.02,0.0
107047,-0.06,-0.14,0.02,0.14,0.03
107083,-0.06,-0.16,-0.04,-0.01,0.03
107118,-0.05,-0.15,-0.01,0.01,-0.04
107154,-0.06,-0.15,-0.04,-0.03,0.02
107190,-0.06,-0.16,-0.04,-0.01,0.02
107234,-0.06,-0.16,-0.05,-0.01,0.03
107270,-0.05,-0.15,-0.04,0.0,0.03
107314,-0.06,-0.08,0.07,0.16,-0.08
107350,-0.04,-0.14,0.02,-0.12,-0.08
107403,-0.06,-0.13,0.01,0.03,-0.06
107430,-0.05,-0.15,-0.04,-0.01,0.05
107485,-0.03,-0.17,0.0,-0.06,0.08
107519,-0.05,-0.18,0.14,-0.0,-0.06
107546,-0.06,-0.15,-0.16,0.29,0.03
107582,-0.06,-0.15,-0.01,0.01,-0.07
107662,-0.11,0.26,-0.45,-0.33,-0.18
107715,-0.06,-0.17,-0.03,-0.03,-0.05
107733,-0.09,-0.0,0.16,0.02,-0.06
107868,-0.08,-0.23,-0.03,0.45,-0.12
107920,-0.06,-0.16,-0.05,-0.03,0.0
107975,-0.04,-0.05,-0.05,0.02,0.18
108017,-0.06,-0.09,-0.04,-0.12,0.01
108035,-0.21,1.66,-1.59,-2.92,-1.56
108106,-0.02,0.47,0.32,0.27,-0.5
108151,-0.06,-0.11,-0.02,-0.06,-0.05
108204,-0.06,-0.13,-0.03,0.01,0.03
108222,-0.06,-0.14,0.01,-0.01,0.01
108240,-0.09,-0.2,0.13,0.07,0.04
108268,-0.06,-0.14,0.08,0.03,-0.13
108348,-0.1,-0.31,-0.36,-0.03,-0.67
108366,-0.06,-0.18,-0.04,0.0,0.01
108400,-0.06,-0.18,0.12,0.09,0.01
108455,-0.06,-0.18,-0.01,-0.0,-0.02
108473,-0.04,-0.14,-0.11,-0.13,0.02
108491,-0.09,-0.34,0.29,0.11,-0.19
108552,-0.06,-0.16,-0.03,0.02,0.02
108598,-0.05,-0.11,-0.01,-0.0,0.02
108614,-0.05,-0.14,-0.03,-0.03,-0.02
108632,-0.03,-0.12,-0.07,0.02,0.02
108669,-0.06,-0.16,0.06,0.14,0.03
108696,-0.05,-0.11,-0.0,-0.01,0.07
108712,-0.04,-0.3,-0.05,-0.0,-0.35
108794,0.0,-0.1,0.02,-0.34,-0.0
108874,-0.04,-0.15,0.1,-0.03,-0.0
108892,-0.04,-0.1,-0.1,-0.06,-0.04
108918,-0.07,-0.22,0.06,0.09,-0.03
108945,-0.05,-0.12,-0.0,-0.01,0.14
108963,0.0,0.09,0.33,0.38,0.05
109005,-0.06,-0.14,-0.02,0.0,0.0
109041,-0.05,-0.12,-0.05,-0.13,0.01
109096,-0.06,-0.16,0.0,0.14,-0.09
109176,-0.04,0.0,-0.08,-0.06,0.03
109265,-0.03,-0.05,0.12,0.43,-0.02
109354,-0.04,-0.09,-0.02,-0.04,0.15
109425,-0.05,-0.15,-0.08,-0.07,0.06
109504,-0.04,-0.03,-0.09,-0.11,0.11
109773,0.42,3.19,-0.2,4.12,1.68
109826,-0.05,0.28,0.65,0.65,0.41
109924,-0.04,0.04,-0.17,-0.02,0.12
110027,-0.04,-0.16,-0.05,-0.04,-0.03
110063,-0.03,0.16,0.38,0.01,0.43
110116,-0.04,0.03,0.28,0.43,0.05
110232,-0.06,-0.14,0.02,-0.1,-0.1
110296,-0.07,-0.29,0.09,0.07,-0.1
110456,-0.06,-0.16,-0.05,0.01,0.03
110535,-0.06,-0.17,-0.04,0.02,0.02
110571,-0.06,-0.16,-0.04,-0.06,-0.0
110688,-0.06,-0.16,-0.04,-0.01,0.03
110740,-0.05,-0.15,0.02,0.04,0.04
110820,-0.05,-0.15,-0.13,0.39,0.06
110875,-0.07,-0.18,0.03,-0.03,-0.13
110946,-0.06,-0.17,0.02,0.12,0.01
111006,-0.06,-0.16,-0.03,0.07,0.01
111097,-0.05,-0.15,0.01,-0.05,0.02
111220,-0.06,-0.16,-0.04,-0.0,0.03
111275,-0.06,-0.12,-0.05,-0.05,-0.0
111417,-0.06,-0.17,-0.02,0.02,0.01
111444,-0.04,-0.12,-0.12,-0.15,0.17
111480,-0.07,-0.2,-0.08,-0.03,-0.03
111550,-0.06,-0.17,-0.04,-0.01,0.02
111587,-0.06,-0.16,-0.04,-0.01,0.03
111685,-0.06,-0.16,-0.04,-0.03,0.0
111783,-0.06,-0.16,-0.06,-0.03,0.02
111818,-0.06,-0.16,-0.04,-0.01,0.03
111863,-0.06,-0.16,-0.06,0.05,0.02
111916,-0.06,-0.15,-0.05,-0.03,0.03
111989,-0.06,-0.15,-0.03,-0.01,0.02
112030,-0.06,-0.16,-0.04,-0.01,0.03
112076,-0.04,-0.11,-0.11,-0.25,0.1
112129,-0.06,-0.16,-0.04,-0.01,0.02
112245,-0.14,-0.2,0.06,0.68,0.1
112263,-0.06,-0.15,-0.03,-0.03,-0.02
112334,-0.06,-0.16,-0.05,-0.02,0.03
112370,-0.06,-0.02,-0.07,-0.21,0.01
112469,-0.15,0.17,0.09,-0.44,-0.3
112548,-0.08,-0.02,0.34,0.38,0.05
112600,-0.06,-0.17,-0.03,-0.02,0.0
112664,-0.06,-0.13,-0.03,-0.08,0.03
112744,-0.06,-0.17,-0.03,-0.02,-0.01
112771,-0.06,-0.16,-0.03,-0.02,0.01
112806,-0.06,-0.17,-0.05,-0.01,0.02
112879,-0.05,-0.12,-0.11,-0.07,0.12
112904,-0.05,-0.05,-0.07,-0.06,0.14
112959,-0.06,-0.17,-0.06,-0.03,0.03
112995,-0.04,-0.09,-0.03,-0.02,0.17
113153,-0.06,-0.16,-0.04,-0.02,0.03
113206,-0.05,-0.15,-0.06,-0.06,0.04
113233,-0.06,-0.17,-0.07,-0.02,0.01
113395,-0.05,-0.17,-0.07,-0.02,0.06
113466,-0.06,-0.16,-0.03,-0.01,0.02
113493,-0.06,-0.16,-0.04,-0.02,0.05
113518,-0.06,-0.16,-0.04,0.01,0.03
113607,-0.05,-0.11,-0.07,-0.07,0.02
113625,-0.06,-0.15,-0.03,-0.02,0.04
113698,-0.06,-0.18,-0.03,0.0,0.01
113732,-0.06,-0.17,-0.01,0.05,0.02
113849,-0.05,-0.1,-0.12,-0.07,0.16
113894,-0.06,-0.16,-0.04,-0.01,0.03
113929,-0.05,-0.17,-0.08,-0.08,0.03
113974,-0.06,-0.16,-0.03,-0.02,0.0
114060,-0.06,-0.16,-0.03,-0.0,0.02
114079,-0.06,-0.16,-0.04,-0.01,0.03
114319,1.6,4.33,-1.11,-0.1,-2.09
114355,0.05,0.51,-0.53,-0.66,0.35
114382,0.08,0.49,0.28,-0.38,0.42
114417,0.27,1.03,0.24,-0.49,0.3
114453,0.23,0.39,-0.37,-0.86,0.62
114514,0.1,1.48,0.59,-0.18,-0.0
114603,-0.05,-0.28,-0.13,-1.16,-1.29
114710,0.14,0.53,0.63,-0.57,0.68
114809,0.16,-0.57,-2.56,-1.66,-7.68
114854,-0.08,-1.41,0.11,0.53,-0.8
114925,0.52,1.69,0.45,-1.92,1.86
114970,-0.05,0.03,0.2,0.31,0.1
115076,-0.03,0.05,-0.23,-0.17,0.36
115147,-0.05,-0.08,-0.01,0.1,0.12
115183,-0.09,-0.28,-0.11,-0.07,-0.06
115236,-0.06,-0.2,-0.04,-0.02,-0.06
115307,-0.07,-0.23,-0.01,0.09,-0.07
115389,-0.05,-0.14,-0.03,-0.03,0.04
115520,-0.05,-0.09,-0.01,0.07,-0.05
115575,-0.06,-0.2,-0.0,-0.01,-0.02
115600,-0.06,-0.18,0.04,0.16,0.0
115637,-0.06,-0.17,-0.18,-0.12,0.13
115708,-0.06,-0.13,-0.03,0.04,0.04
115771,-0.06,-0.15,-0.01,0.02,0.0
115824,-0.14,-0.42,0.04,0.16,-0.6
115851,-0.09,-0.15,-0.09,0.03,-0.03
115897,-0.03,-0.03,-0.01,-0.06,0.31
115959,0.06,0.17,-0.27,-0.75,0.57
116046,-0.05,-0.09,0.06,0.11,0.02
116126,-0.06,-0.16,-0.04,-0.01,0.03
116171,-0.06,-0.15,-0.04,-0.02,0.04
116224,-0.06,-0.16,-0.04,-0.01,0.03
116288,-0.07,-0.18,0.04,0.15,-0.37
116340,-0.1,-0.35,0.0,0.11,-0.24
116395,-0.05,-0.18,-0.1,-0.05,-0.02
116439,-0.06,-0.16,-0.03,-0.0,0.04
116493,-0.03,0.02,-0.06,-0.18,0.36
116545,-0.03,0.46,-0.22,-0.68,0.06
116590,0.01,0.07,-0.13,-0.24,0.28
116652,-0.04,-0.07,-0.29,0.17,-0.09
116723,-0.06,-0.17,-0.02,0.03,0.02
116796,-0.05,-0.21,-0.04,-0.06,-0.09
116867,-0.06,-0.22,0.19,0.53,-0.05
116938,-0.01,-0.06,0.09,0.37,-0.12
116983,-0.04,-0.11,-0.06,-0.08,0.1
117042,-0.06,-0.22,0.03,0.07,-0.01
117113,-0.05,-0.08,-0.04,-0.08,0.02
117177,-0.06,-0.27,-0.05,0.25,-0.15
117275,-0.06,-0.17,-0.01,0.09,0.03
117319,-0.06,-0.14,-0.04,-0.05,0.05
117426,-0.06,-0.07,0.12,0.53,0.17
117505,-0.05,-0.17,-0.04,-0.04,0.07
117550,-0.06,-0.17,0.08,-0.03,-0.03
117667,-0.12,-0.44,-0.21,-0.12,-0.1
117783,-0.06,-0.15,-0.04,0.04,0.01
117827,-0.04,0.0,0.01,-0.14,0.16
117925,-0.04,-0.7,-0.55,-0.02,0.17
117998,-0.06,-0.15,-0.03,-0.01,0.02
118058,-0.05,-0.16,0.03,-0.14,0.03
118094,-0.06,-0.15,-0.05,-0.03,0.02
118209,-0.06,-0.14,-0.04,-0.04,0.05
118281,-0.0,0.06,-0.28,0.04,0.56
118370,-0.05,-0.14,-0.02,-0.02,0.07
118469,-0.06,-0.15,-0.03,-0.06,-0.02
118511,-0.06,-0.16,-0.04,-0.01,0.03
118575,-0.06,-0.13,-0.06,-0.09,0.03
118637,-0.06,-0.17,-0.04,-0.01,0.03
118691,-0.04,-0.08,0.01,0.05,0.06
118753,-0.07,-0.17,-0.01,0.04,-0.0
118799,-0.05,-0.15,0.0,0.05,0.08
118824,-0.05,-0.14,-0.09,-0.03,0.1
118931,-0.05,-0.11,0.04,0.06,-0.03
118995,-0.04,-0.08,-0.03,0.17,0.05
119153,-0.05,-0.17,-0.12,0.21,0.0
119206,-0.05,-0.13,-0.04,0.01,0.11
119242,-0.04,-0.32,-0.2,-0.34,-0.09
119331,-0.02,-0.09,-0.03,-0.11,0.02
119386,-0.06,-0.16,-0.03,-0.01,0.03
119466,0.03,-0.21,-0.34,-0.4,0.26
119527,-0.06,-0.16,-0.04,-0.02,0.02
119590,-0.07,-0.25,0.05,0.14,0.05
119625,-0.05,-0.16,-0.04,0.01,0.07
119661,-0.05,-0.15,-0.02,0.02,0.05
119723,-0.02,0.05,-0.19,-0.26,0.21
119750,-0.07,-0.16,0.02,0.01,-0.09
119803,-0.06,-0.17,-0.03,0.02,0.02
119858,-0.06,-0.16,-0.03,-0.01,0.01
119894,-0.06,0.29,1.5,1.64,0.39
119974,-0.05,-0.09,0.02,-0.02,0.02
120076,-0.06,-0.17,0.01,0.08,-0.2
120138,-0.06,-0.15,-0.02,0.05,-0.08
120174,-0.06,-0.16,-0.04,-0.01,0.03
120218,-0.1,-0.33,-0.14,-0.09,-0.09
120254,-0.02,-0.1,-0.04,0.05,-0.02
120316,-0.06,-0.18,-0.01,0.03,0.0
120343,-0.06,-0.16,-0.04,-0.01,0.03
120370,-0.06,-0.16,0.02,0.07,0.04
120478,-0.05,-0.12,-0.06,-0.02,0.16
120487,0.0,0.27,-1.23,-0.56,-0.76
120496,-0.06,-0.14,-0.02,-0.01,0.04
120502,-0.05,-0.14,-0.03,-0.01,0.04
120511,-0.05,-0.15,-0.04,0.0,0.02
120726,1.36,5.32,-1.84,-1.38,1.86
120771,0.06,0.35,-0.07,-0.31,2.11
120824,-0.15,-0.49,-0.21,-0.07,-1.35
120860,0.48,3.63,2.43,0.58,3.08
120888,-0.06,-0.01,-0.52,0.57,-0.19
120922,-0.04,0.01,0.07,-0.1,0.02
120968,0.04,0.66,-0.93,-1.17,1.45
121055,0.43,1.3,0.96,-1.43,3.9
121108,-0.07,-0.19,0.07,0.14,0.07
121153,-0.06,-0.23,0.01,0.01,-0.13
121242,-0.06,-0.21,-0.08,0.0,0.11
121297,-0.18,-0.57,-0.19,0.16,-0.85
121340,-0.15,-0.48,-0.14,0.13,-0.63
121386,-0.06,-0.17,-0.03,0.02,0.02
121466,-0.06,-0.14,-0.04,-0.01,0.05
121607,-0.1,-0.2,0.14,0.19,-0.35
121652,-0.04,0.03,0.07,-0.09,0.15
121732,-0.05,-0.1,0.05,0.58,0.14
121796,-0.05,-0.16,-0.04,0.01,0.02
121876,-0.06,-0.16,-0.03,-0.0,0.02
121938,-0.06,-0.15,-0.03,-0.02,0.03
122025,-0.03,-0.09,0.08,-0.21,0.04
122061,-0.06,-0.13,-0.04,0.01,0.04
122132,-0.05,-0.14,-0.01,0.03,0.06
122187,-0.06,-0.14,-0.04,-0.04,0.02
122249,-0.06,-0.14,-0.01,-0.03,0.01
122285,-0.02,-0.01,-0.01,0.05,-0.1
122347,-0.07,-0.13,0.01,0.04,0.04
122392,-0.06,-0.16,-0.01,0.04,0.03
122463,-0.06,-0.2,0.01,0.01,-0.07
122551,-0.04,-0.1,-0.06,-0.06,0.12
122613,-0.06,-0.16,-0.04,-0.02,0.03
122668,-0.0,-0.12,-0.04,0.03,0.09
122702,-0.07,0.05,-0.08,0.18,0.08
122828,-0.12,-0.34,-0.11,-0.12,-0.22
122864,-0.05,-0.13,-0.03,-0.03,0.03
122908,-0.06,-0.21,-0.01,0.11,-0.13
122953,-0.14,-0.53,-0.22,-0.18,-0.27
123013,-0.05,-0.14,-0.03,0.02,0.06
123102,-0.05,-0.36,0.05,0.05,-0.47
123175,-0.06,-0.13,-0.03,-0.04,0.01
123228,-0.06,-0.17,-0.03,0.0,-0.0
123255,-0.05,-0.17,-0.07,-0.03,0.0
123371,-0.06,-0.16,-0.03,-0.07,0.02
123424,-0.07,-0.1,0.09,0.09,-0.03
123479,-0.05,-0.1,0.0,0.04,0.04
123521,-0.05,0.02,0.07,-0.13,0.11
123601,-0.04,-0.33,0.16,0.24,-0.33
123674,-0.02,-0.04,-0.09,-0.07,0.21
123709,-0.05,-0.14,-0.03,0.03,0.02
123790,-0.03,-0.08,-0.09,-0.13,0.18
123914,-0.05,-0.09,0.07,0.04,0.14
123969,-0.06,-0.14,-0.03,-0.01,0.06
124028,-0.04,-0.01,-0.12,0.1,0.26
124073,-0.06,-0.15,-0.03,0.0,0.02
124117,-0.11,0.07,-0.03,1.14,-0.37
124153,-0.03,-0.19,-0.12,0.04,0.18
124206,-0.06,-0.11,-0.04,-0.07,-0.06
124233,-0.06,0.09,0.15,-0.08,0.1
124331,-0.06,-0.16,-0.04,-0.01,0.03
124411,-0.06,-0.19,-0.04,0.01,0.01
124493,-0.08,-0.14,0.12,0.11,0.01
124563,-0.02,-0.01,-0.13,-0.4,0.15
124616,-0.05,-0.14,-0.06,-0.04,0.03
124634,-0.05,-0.14,0.13,0.27,-0.13
124661,-0.08,-0.16,0.09,0.4,0.03
124723,-0.05,-0.06,-0.07,-0.03,0.05
124750,-0.05,-0.22,-0.0,0.09,-0.05
124803,-0.05,-0.38,0.02,-0.0,-0.48
124849,-0.05,-0.15,-0.03,-0.0,0.07
124885,-0.05,-0.14,-0.03,-0.02,0.05
124938,-0.07,0.11,-0.04,-0.24,-0.27
125016,-0.05,-0.05,0.12,0.27,0.25
125061,-0.07,-0.4,0.19,0.13,-0.49
125098,-0.06,-0.17,-0.06,-0.02,0.01
125105,-0.06,-0.17,-0.03,-0.01,0.02
125114,-0.06,-0.16,-0.04,-0.02,0.03
125123,-0.06,-0.17,-0.06,0.05,0.04
125132,-0.06,-0.16,-0.03,-0.01,0.03
125141,-0.06,-0.16,-0.04,-0.01,0.03
125150,-0.05,-0.22,0.39,0.68,-0.08
125169,-0.04,-0.17,-0.08,-0.07,-0.02
125178,-0.06,-0.16,-0.04,-0.02,0.03
125347,0.73,3.15,-0.91,0.11,-1.29
125374,-0.0,0.16,-0.08,0.18,0.31
125418,0.0,0.88,0.57,0.05,-0.85
